Poster,PosterParty,TweetDate,TotalTweetCount
Barbara Pas,VB,2024-04-03,2
Vicky Reynaert,Vooruit,2023-11-23,2
Katja Gabriëls,Open Vld,2023-12-07,2
Ortwin Depoortere,VB,2024-04-06,2
Catherine Fonck,Les Engagés,2024-04-18,2
Goedele Liekens,Open Vld,2023-10-04,2
Sander Loones,N-VA,2024-04-13,2
Denis Ducarme,MR,2024-04-23,2
Cécile Cornet,Ecolo-Groen,2022-10-11,2
Joris De Vriendt,VB,2024-03-04,2
Emir KIR,ONAFH,2024-02-13,2
kathleen depoorter,N-VA,2024-04-10,2
Joris De Vriendt,VB,2024-03-05,2
Joris De Vriendt,VB,2024-02-21,2
Sander Loones,N-VA,2024-04-23,2
Joris De Vriendt,VB,2024-03-16,2
Georges Dallemagne,Les Engagés,2024-04-01,2
Georges Dallemagne,Les Engagés,2024-03-04,2
dieter van besien,Ecolo-Groen,2024-03-04,2
Egbert Lachaert,Open Vld,2024-04-26,2
Georges Dallemagne,Les Engagés,2023-12-19,2
Séverine de Laveleye,Ecolo-Groen,2024-02-29,2
Louis Mariage,Ecolo-Groen,2024-01-30,2
Joris De Vriendt,VB,2024-04-14,2
Ben Segers,Vooruit,2024-04-23,2
André Flahaut,PS,2024-02-01,2
Peter Buysrogge ✌,N-VA,2023-12-25,2
Goedele Liekens,Open Vld,2023-09-26,2
Erik Gilissen,VB,2023-12-22,2
Georges Dallemagne,Les Engagés,2024-01-19,2
François De Smet,DéFI,2024-01-27,2
Darya Safai MP,N-VA,2024-03-10,2
Yngvild Ingels,N-VA,2024-02-01,2
Darya Safai MP,N-VA,2024-04-11,2
Sarah Schlitz,Ecolo-Groen,2024-04-18,2
Wouter De Vriendt,Ecolo-Groen,2024-03-13,2
Raoul Hedebouw,PVDA-PTB,2024-03-21,2
Daniel Bacquelaine,MR,2023-12-14,2
Denis Ducarme,MR,2024-02-19,2
Ahmed Laaouej,PS,2022-03-09,2
Pieter De Spiegeleer,VB,2024-02-05,2
Anja Vanrobaeys,Vooruit,2024-02-10,2
Catherine Fonck,Les Engagés,2024-03-30,2
Ahmed Laaouej,PS,2024-02-09,2
Tomas Roggeman,N-VA,2024-01-16,2
Patrick Prévot,PS,2024-04-24,2
Steven Creyelman,VB,2024-02-29,2
Anneleen Van Bossuyt,N-VA,2023-10-09,2
Joris Vandenbroucke,Vooruit,2023-09-27,2
Barbara Pas,VB,2024-03-22,2
Sander Loones,N-VA,2024-03-19,2
dieter van besien,Ecolo-Groen,2024-04-17,2
Eva Platteau,Ecolo-Groen,2024-02-06,2
Raoul Hedebouw,PVDA-PTB,,2
Kristof Calvo,Ecolo-Groen,2024-01-31,2
Robby De Caluwé,Open Vld,2024-01-07,2
Samuel Cogolati,Ecolo-Groen,2024-04-23,2
kathleen depoorter,N-VA,2024-03-27,2
Guillaume Defossé,Ecolo-Groen,2024-02-04,2
Denis Ducarme,MR,2024-04-18,2
Vicky Reynaert,Vooruit,2024-04-25,2
Sofie Merckx,PVDA-PTB,2024-02-22,2
Emir KIR,ONAFH,2024-02-25,2
Kim Buyst,Ecolo-Groen,2024-02-29,2
Barbara Pas,VB,2024-03-09,2
Thémont Sophie,PS,2023-09-19,2
Hans Verreyt,VB,2024-03-22,2
Denis Ducarme,MR,2024-03-01,2
Ortwin Depoortere,VB,2024-03-14,2
wouter raskin,N-VA,2024-02-29,2
Ortwin Depoortere,VB,2024-02-23,2
Eva Platteau,Ecolo-Groen,2024-01-31,2
Franky Demon,cd&v,2024-04-04,2
Joris De Vriendt,VB,2024-01-22,2
Theo Francken MP,N-VA,2024-01-10,2
Christian Leysen 🎷,Open Vld,2024-02-26,2
Pieter De Spiegeleer,VB,2024-02-20,2
Simon Moutquin,Ecolo-Groen,2024-01-31,2
Catherine Fonck,Les Engagés,2024-03-09,2
Gilles Vanden Burre,Ecolo-Groen,2024-04-17,2
Ortwin Depoortere,VB,2024-03-05,2
Sander Loones,N-VA,2024-03-11,2
Frieda Gijbels,N-VA,2024-04-29,2
Koen Geens,cd&v,2024-03-12,2
Sigrid Goethals,N-VA,2024-02-21,2
Christian Leysen 🎷,Open Vld,2022-12-06,2
Denis Ducarme,MR,2024-02-28,2
Peter Mertens MP,PVDA-PTB,2024-04-11,2
Nadia Moscufo,PVDA-PTB,2023-12-01,2
Dominiek Sneppe,VB,2024-03-08,2
Pieter De Spiegeleer,VB,2024-03-31,2
Sander Loones,N-VA,2024-03-14,2
Catherine Fonck,Les Engagés,2024-04-09,2
Wim Van der Donckt,N-VA,2024-02-08,2
Frieda Gijbels,N-VA,2024-01-16,2
Sofie Merckx,PVDA-PTB,2024-01-24,2
Annick Ponthier,VB,2024-03-26,2
Eliane Tillieux,PS,2023-11-29,2
Marie Christine Marghem,MR,2024-04-23,2
Hervé Rigot,PS,2023-03-30,2
Kristien Van Vaerenbergh🎗️,N-VA,2023-12-14,2
Annick Ponthier,VB,2024-04-28,2
Chanelle Bonaventure,PS,2024-02-22,2
Özlem Özen,PS,2023-05-26,2
Jan Briers,cd&v,2024-04-12,2
Joris Vandenbroucke,Vooruit,2024-02-12,2
Sander Loones,N-VA,2024-03-05,2
Denis Ducarme,MR,2024-01-16,2
André Flahaut,PS,2024-03-27,2
Egbert Lachaert,Open Vld,2024-03-02,2
Guillaume Defossé,Ecolo-Groen,2024-02-28,2
Maria Vindevoghel,PVDA-PTB,2023-12-07,2
Chanelle Bonaventure,PS,2024-03-18,2
Olivier Vajda,Ecolo-Groen,2024-01-25,2
Anja Vanrobaeys,Vooruit,2024-03-08,2
Marie Christine Marghem,MR,2024-05-02,2
Christian Leysen 🎷,Open Vld,2024-03-19,2
Joris De Vriendt,VB,2024-02-12,2
Ben Achour Malik,PS,2024-04-25,2
Frieda Gijbels,N-VA,2024-01-12,2
Nabil Boukili,PVDA-PTB,2024-04-09,2
Philippe TISON,PS,2022-03-14,2
Sophie Rohonyi,DéFI,2024-04-15,2
Claire Hugon,Ecolo-Groen,2024-02-27,2
Pieter De Spiegeleer,VB,2024-02-25,2
Sophie De Wit,N-VA,2024-03-04,2
Steven Creyelman,VB,2024-01-11,2
dieter van besien,Ecolo-Groen,2024-02-11,2
Tomas Roggeman,N-VA,2024-02-13,2
Michael Freilich,N-VA,2024-02-01,2
dieter van besien,Ecolo-Groen,2024-02-26,2
Tom Van Grieken (BACKUP PROFIEL),VB,2021-11-02,2
Frieda Gijbels,N-VA,2024-03-14,2
Sophie De Wit,N-VA,2024-03-19,2
Robby De Caluwé,Open Vld,2024-02-14,2
Marianne Verhaert,Open Vld,2024-01-30,2
Darya Safai MP,N-VA,2024-04-19,2
Catherine Fonck,Les Engagés,2024-04-23,2
Raoul Hedebouw,PVDA-PTB,2024-04-04,2
Mathieu Bihet,MR,2020-10-09,2
Marianne Verhaert,Open Vld,2024-04-30,2
Goedele Liekens,Open Vld,2023-10-05,2
Kristof Calvo,Ecolo-Groen,2024-01-17,2
Els Van Hoof,cd&v,2024-04-26,2
Katleen Bury,VB,2024-04-03,2
Hugues Bayet,PS,2023-05-31,2
Frieda Gijbels,N-VA,2024-04-20,2
NawalFarih,cd&v,2024-04-19,2
Laurence Zanchetta,PS,2022-10-05,2
Jean Marie Dedecker,ONAFH,2024-02-04,2
Guillaume Defossé,Ecolo-Groen,2024-04-02,2
Robby De Caluwé,Open Vld,2024-04-10,2
Marco Van Hees,PVDA-PTB,2024-04-24,2
Els Van Hoof,cd&v,2024-04-17,2
Denis Ducarme,MR,2024-02-05,2
Frieda Gijbels,N-VA,2024-03-11,2
Mathieu Bihet,MR,2024-01-10,2
Daniel Bacquelaine,MR,2024-02-08,2
Sander Loones,N-VA,2024-01-17,2
Wouter Vermeersch,VB,2024-04-22,2
Ahmed Laaouej,PS,2024-01-28,2
Sophie Rohonyi,DéFI,2024-04-11,2
Kristof Calvo,Ecolo-Groen,2020-12-04,2
Koen Geens,cd&v,2024-03-18,2
Mathieu Bihet,MR,2024-02-01,2
Marco Van Hees,PVDA-PTB,2024-04-25,2
Wim Van der Donckt,N-VA,2024-03-01,2
Simon Moutquin,Ecolo-Groen,2024-04-14,2
Koen Metsu,N-VA,2024-02-09,2
Marie Christine Marghem,MR,2024-04-19,2
Frieda Gijbels,N-VA,2024-04-23,2
Sophie Rohonyi,DéFI,2024-02-11,2
Anja Vanrobaeys,Vooruit,2024-03-06,2
Michael Freilich,N-VA,2024-01-17,2
Sander Loones,N-VA,2024-04-09,2
Nadia Moscufo,PVDA-PTB,2023-12-19,2
Philippe TISON,PS,2022-03-13,2
𝙱𝚓𝚘̈𝚛𝚗 𝙰𝚗𝚜𝚎𝚎𝚞𝚠,N-VA,2023-04-30,2
Hans Verreyt,VB,2023-12-23,2
kathleen depoorter,N-VA,2024-02-21,2
Wouter Beke,cd&v,2024-04-05,2
Wouter Beke,cd&v,2024-02-15,2
Egbert Lachaert,Open Vld,2024-04-28,2
Ortwin Depoortere,VB,2024-04-30,2
Sophie Rohonyi,DéFI,2024-03-16,2
Nabil Boukili,PVDA-PTB,2023-12-05,2
Egbert Lachaert,Open Vld,2024-02-29,2
Sander Loones,N-VA,2024-04-20,2
Sophie Wilmès,MR,2024-02-24,2
Wouter Vermeersch,VB,2024-01-31,2
Mathieu Bihet,MR,2024-02-14,2
Egbert Lachaert,Open Vld,2024-02-07,2
Egbert Lachaert,Open Vld,2024-02-04,2
Egbert Lachaert,Open Vld,2024-02-18,2
Sofie Merckx,PVDA-PTB,2024-04-11,2
Mieke Claes,N-VA,2023-06-01,2
Steven De Vuyst,PVDA-PTB,2023-12-21,2
Ahmed Laaouej,PS,2024-04-10,2
Sophie De Wit,N-VA,2024-03-03,2
Hans Verreyt,VB,2024-04-05,2
Wouter Beke,cd&v,2024-02-13,2
Joris De Vriendt,VB,2024-01-29,2
Tim Vandenput,Open Vld,2023-10-18,2
Ben Achour Malik,PS,2023-11-14,2
Ahmed Laaouej,PS,2024-04-18,2
Georges Dallemagne,Les Engagés,2024-03-12,2
Mathieu Bihet,MR,2024-04-23,2
Ortwin Depoortere,VB,2024-04-10,2
Vincent Van Quickenborne,Open Vld,2023-11-02,2
Ortwin Depoortere,VB,2024-04-12,2
Anneleen Van Bossuyt,N-VA,2023-11-29,2
Valerie Van Peel,N-VA,2023-12-04,2
Kristien Van Vaerenbergh🎗️,N-VA,2023-12-12,2
Christian Leysen 🎷,Open Vld,2024-01-13,2
NawalFarih,cd&v,2024-03-12,2
Sophie Rohonyi,DéFI,2024-02-18,2
François De Smet,DéFI,2024-04-07,2
Marco Van Hees,PVDA-PTB,2024-02-15,2
Egbert Lachaert,Open Vld,2024-04-07,2
Christophe Lacroix,PS,2023-11-23,2
Sophie Rohonyi,DéFI,2024-04-17,2
François De Smet,DéFI,2024-02-25,2
Mélissa Hanus,PS,2023-10-09,2
Albert Vicaire,Ecolo-Groen,2023-12-14,2
Sofie Merckx,PVDA-PTB,2024-04-27,2
Séverine de Laveleye,Ecolo-Groen,2024-04-04,2
Louis Mariage,Ecolo-Groen,2024-03-13,2
Egbert Lachaert,Open Vld,2024-03-19,2
Darya Safai MP,N-VA,2024-02-26,2
Sophie Wilmès,MR,2023-04-28,2
Egbert Lachaert,Open Vld,2024-03-05,2
Tania De Jonge,Open Vld,2023-07-05,2
Valerie Van Peel,N-VA,2024-03-31,2
Sofie Merckx,PVDA-PTB,2024-04-25,2
kathleen depoorter,N-VA,2024-02-25,2
Joris Vandenbroucke,Vooruit,2024-03-27,2
Els Van Hoof,cd&v,2024-02-09,2
Peter De Roover,N-VA,2024-03-18,2
Roberto D'Amico,PVDA-PTB,2024-02-29,2
Olivier Vajda,Ecolo-Groen,2023-12-21,2
Reccino Van Lommel,VB,2024-03-03,2
Peter De Roover,N-VA,2024-04-25,2
Joris Vandenbroucke,Vooruit,2024-02-07,2
Tania De Jonge,Open Vld,2024-01-24,2
Pieter De Spiegeleer,VB,2024-04-18,2
Sophie De Wit,N-VA,2024-03-27,2
Sophie De Wit,N-VA,2024-03-14,2
Katja Gabriëls,Open Vld,2024-01-24,2
Cécile Cornet,Ecolo-Groen,2024-04-26,2
Wouter Vermeersch,VB,2024-03-29,2
Jef Van den Bergh ☀️,cd&v,2023-11-14,2
Valerie Van Peel,N-VA,2023-11-21,2
Valerie Van Peel,N-VA,2024-02-22,2
Laurence Hennuy,Ecolo-Groen,2024-03-20,2
Hendrik Bogaert,cd&v,2023-12-06,2
Samuel Cogolati,Ecolo-Groen,2024-03-20,2
Reccino Van Lommel,VB,2024-02-25,2
Sophie Wilmès,MR,2024-04-26,2
Sophie Wilmès,MR,2024-05-02,2
Albert Vicaire,Ecolo-Groen,2021-12-07,2
Marco Van Hees,PVDA-PTB,2024-04-04,2
Vincent Scourneau,MR,2019-11-07,2
Goedele Liekens,Open Vld,2024-04-20,2
Claire Hugon,Ecolo-Groen,2024-03-28,2
Melissa Depraetere,Vooruit,2024-04-22,2
Guillaume Defossé,Ecolo-Groen,2024-03-13,2
Simon Moutquin,Ecolo-Groen,2024-03-26,2
Koen Metsu,N-VA,2024-04-09,2
Ben Achour Malik,PS,2024-04-26,2
Christian Leysen 🎷,Open Vld,2024-03-13,2
Vanessa Matz,Les Engagés,2024-02-10,2
Michael Freilich,N-VA,2024-01-23,2
Egbert Lachaert,Open Vld,2024-04-10,2
Emir KIR,ONAFH,2023-11-27,2
François De Smet,DéFI,2024-01-31,2
Michael Freilich,N-VA,2024-04-19,2
Piedboeuf Benoît,MR,2023-11-19,2
Steven Creyelman,VB,2024-02-22,2
Egbert Lachaert,Open Vld,2022-05-03,2
Peter De Roover,N-VA,2024-01-30,2
Egbert Lachaert,Open Vld,2024-02-09,2
Marie Christine Marghem,MR,2024-02-27,2
Ben Achour Malik,PS,2024-04-06,2
Bert Wollants,N-VA,2024-03-20,2
Ben Achour Malik,PS,2024-04-07,2
Egbert Lachaert,Open Vld,2024-03-25,2
Peter Buysrogge ✌,N-VA,2023-12-14,2
Wouter Beke,cd&v,2024-02-28,2
Mathieu Bihet,MR,2024-04-16,2
Franky Demon,cd&v,2023-12-23,2
Sander Loones,N-VA,2024-04-06,2
André Flahaut,PS,2024-01-23,2
Chanelle Bonaventure,PS,2023-07-22,2
Eric THIEBAUT,PS,2024-02-16,2
Hugues Bayet,PS,2023-08-22,2
Hans Verreyt,VB,2024-04-18,2
Ortwin Depoortere,VB,2024-03-21,2
Patrick Prévot,PS,2024-04-17,2
Frieda Gijbels,N-VA,2024-03-13,2
Patrick Prévot,PS,2024-03-21,2
Wouter Beke,cd&v,2024-04-18,2
Samuel Cogolati,Ecolo-Groen,2024-03-18,2
Sofie Merckx,PVDA-PTB,2024-03-15,2
Frieda Gijbels,N-VA,2024-04-10,2
Frieda Gijbels,N-VA,2024-04-03,2
Sophie De Wit,N-VA,2024-01-25,2
André Flahaut,PS,2024-01-16,2
Raoul Hedebouw,PVDA-PTB,2024-04-30,2
Emir KIR,ONAFH,2023-12-08,2
kathleen depoorter,N-VA,2024-03-15,2
Dominiek Sneppe,VB,2024-03-09,2
Sophie De Wit,N-VA,2024-03-11,2
Robby De Caluwé,Open Vld,2024-04-23,2
Sophie De Wit,N-VA,2024-03-08,2
Simon Moutquin,Ecolo-Groen,2024-04-25,2
Catherine Fonck,Les Engagés,2024-04-24,2
Sophie Wilmès,MR,2024-03-24,2
Catherine Fonck,Les Engagés,2024-02-03,2
Ortwin Depoortere,VB,2024-02-18,2
Eva Platteau,Ecolo-Groen,2024-02-05,2
Sophie Rohonyi,DéFI,2024-04-30,2
Patrick Prévot,PS,2024-02-27,2
Sophie De Wit,N-VA,2024-02-19,2
Hugues Bayet,PS,2022-04-23,2
André Flahaut,PS,2024-04-28,2
Samuel Cogolati,Ecolo-Groen,2024-03-14,2
Samuel Cogolati,Ecolo-Groen,2024-04-08,2
Wouter De Vriendt,Ecolo-Groen,2024-03-14,2
Peter De Roover,N-VA,2024-02-11,2
Reccino Van Lommel,VB,2024-03-12,2
Christian Leysen 🎷,Open Vld,2024-04-03,2
Caroline Taquin,MR,2024-03-20,2
Simon Moutquin,Ecolo-Groen,2024-04-23,2
Wouter De Vriendt,Ecolo-Groen,2024-01-27,2
Séverine de Laveleye,Ecolo-Groen,2024-01-29,2
kathleen depoorter,N-VA,2024-02-18,2
Els Van Hoof,cd&v,2024-02-24,2
Mathieu Bihet,MR,2024-03-28,2
Séverine de Laveleye,Ecolo-Groen,2024-03-19,2
Ortwin Depoortere,VB,2024-03-18,2
André Flahaut,PS,2024-01-17,2
Samuel Cogolati,Ecolo-Groen,2024-04-01,2
André Flahaut,PS,2024-03-04,2
André Flahaut,PS,2024-03-08,2
Michael Freilich,N-VA,2024-03-11,2
André Flahaut,PS,2024-03-10,2
André Flahaut,PS,2024-03-14,2
André Flahaut,PS,2024-04-11,2
Sofie Merckx,PVDA-PTB,2024-04-08,2
Darya Safai MP,N-VA,2024-04-28,2
Jean-Marc Delizée,PS,2023-11-21,2
Jean-Marc Delizée,PS,2023-11-19,2
Sophie Wilmès,MR,2024-04-20,2
Jean Marie Dedecker,ONAFH,2024-02-07,2
Koen Geens,cd&v,2024-01-24,2
Jan Briers,cd&v,2023-11-24,2
Kristof Calvo,Ecolo-Groen,2024-03-12,2
Goedele Liekens,Open Vld,2023-07-14,2
Wouter De Vriendt,Ecolo-Groen,2024-02-22,2
Christophe Lacroix,PS,2024-02-29,2
Reccino Van Lommel,VB,2024-01-29,2
wouter raskin,N-VA,2024-04-05,2
Ortwin Depoortere,VB,2024-03-03,2
Claire Hugon,Ecolo-Groen,2024-02-09,2
Kristof Calvo,Ecolo-Groen,2024-03-20,2
Anja Vanrobaeys,Vooruit,2024-03-04,2
Ortwin Depoortere,VB,2024-04-05,2
Ortwin Depoortere,VB,2024-04-09,2
Mélissa Hanus,PS,2024-01-09,2
Ortwin Depoortere,VB,2024-04-21,2
Nabil Boukili,PVDA-PTB,2023-12-01,2
Sophie De Wit,N-VA,2024-03-05,2
Louis Mariage,Ecolo-Groen,2024-01-08,2
Peter De Roover,N-VA,2024-02-08,2
Kim Buyst,Ecolo-Groen,2024-02-23,2
Pieter De Spiegeleer,VB,2024-05-02,2
Samuel Cogolati,Ecolo-Groen,2024-03-30,2
kathleen depoorter,N-VA,2024-02-17,2
Ortwin Depoortere,VB,2024-03-13,2
Kris Verduyckt,Vooruit,2024-01-23,2
Meryame Kitir,Vooruit,2022-10-07,2
dieter van besien,Ecolo-Groen,2024-03-22,2
Sophie Wilmès,MR,2023-10-09,2
Sophie Wilmès,MR,2024-04-14,2
Marianne Verhaert,Open Vld,2023-12-19,2
Caroline Taquin,MR,2024-04-15,2
Sofie Merckx,PVDA-PTB,2024-03-27,2
Kris Verduyckt,Vooruit,2023-12-01,2
Chanson julie,Ecolo-Groen,2023-07-01,2
kathleen depoorter,N-VA,2024-04-02,2
Annick Ponthier,VB,2024-02-21,2
Gitta Vanpeborgh,Vooruit,2023-12-20,2
Marie Christine Marghem,MR,2024-02-16,2
Nahima Lanjri,cd&v,2023-12-19,2
Annick Ponthier,VB,2024-03-05,2
Samuel Cogolati,Ecolo-Groen,2024-03-13,2
Raoul Hedebouw,PVDA-PTB,2024-03-03,2
kathleen depoorter,N-VA,2024-03-17,2
André Flahaut,PS,2024-02-03,2
Kim Buyst,Ecolo-Groen,2024-02-22,2
Wouter Vermeersch,VB,2024-04-14,2
Laurence Hennuy,Ecolo-Groen,2023-10-06,2
Gitta Vanpeborgh,Vooruit,2023-12-05,2
Denis Ducarme,MR,2024-01-15,2
Maria Vindevoghel,PVDA-PTB,2024-02-09,2
wouter raskin,N-VA,2024-02-28,2
Anja Vanrobaeys,Vooruit,2024-02-09,2
kathleen depoorter,N-VA,2024-03-02,2
Darya Safai MP,N-VA,2024-01-31,2
Sophie Wilmès,MR,2024-05-01,2
Sophie Rohonyi,DéFI,2024-02-02,2
wouter raskin,N-VA,2024-04-08,2
Nabil Boukili,PVDA-PTB,2024-03-10,2
Denis Ducarme,MR,2024-01-17,2
Wouter Beke,cd&v,2024-04-25,2
Michael Freilich,N-VA,2024-01-18,2
Darya Safai MP,N-VA,2024-04-24,2
Melissa Depraetere,Vooruit,2023-09-26,2
Samuel Cogolati,Ecolo-Groen,2024-02-01,2
Anneleen Van Bossuyt,N-VA,2023-12-28,2
Anja Vanrobaeys,Vooruit,2024-04-20,2
Wouter Vermeersch,VB,2024-02-23,2
Gitta Vanpeborgh,Vooruit,2023-12-19,2
Jean Marie Dedecker,ONAFH,2024-03-30,2
Peter De Roover,N-VA,2024-03-28,2
Tim Vandenput,Open Vld,2023-10-17,2
Sophie Rohonyi,DéFI,2024-04-09,2
Mathieu Bihet,MR,2024-01-17,2
Catherine Fonck,Les Engagés,2024-03-22,2
Vicky Reynaert,Vooruit,2024-02-21,2
François De Smet,DéFI,2024-04-19,2
Samuel Cogolati,Ecolo-Groen,2024-04-22,2
Steven De Vuyst,PVDA-PTB,2024-02-08,2
Sophie Rohonyi,DéFI,2024-02-22,2
Sophie Rohonyi,DéFI,2024-04-06,2
Sander Loones,N-VA,2024-04-15,2
Steven Creyelman,VB,2024-01-29,2
Sofie Merckx,PVDA-PTB,2023-10-10,2
Samuel Cogolati,Ecolo-Groen,2024-02-21,2
Wouter Beke,cd&v,2024-02-08,2
Egbert Lachaert,Open Vld,2024-04-16,2
NawalFarih,cd&v,2024-01-30,2
Sarah Schlitz,Ecolo-Groen,2024-01-31,2
Kim Buyst,Ecolo-Groen,2024-02-15,2
Ortwin Depoortere,VB,2024-03-27,2
Sophie De Wit,N-VA,2024-03-02,2
Maxime PREVOT,Les Engagés,2023-10-16,2
Sophie Wilmès,MR,2024-04-29,2
Hendrik Bogaert,cd&v,2023-12-07,2
Eva Platteau,Ecolo-Groen,2024-02-22,2
Hervé Rigot,PS,2023-01-23,2
Reccino Van Lommel,VB,2024-01-30,2
Barbara Pas,VB,2024-04-12,2
Denis Ducarme,MR,2024-04-04,2
Hans Verreyt,VB,2023-12-31,2
Daniel Senesael,PS,2023-04-20,2
Nahima Lanjri,cd&v,2023-12-05,2
Darya Safai MP,N-VA,2024-01-23,2
Jef Van den Bergh ☀️,cd&v,2024-02-12,2
Christian Leysen 🎷,Open Vld,2024-02-06,2
Nabil Boukili,PVDA-PTB,2024-03-21,2
Jean Marie Dedecker,ONAFH,2024-01-22,2
Denis Ducarme,MR,2024-02-14,2
Marie Christine Marghem,MR,2024-01-02,2
Ortwin Depoortere,VB,2024-04-28,2
Anja Vanrobaeys,Vooruit,2024-04-19,2
Sofie Merckx,PVDA-PTB,2024-02-01,2
Christian Leysen 🎷,Open Vld,2024-01-11,2
Marie Christine Marghem,MR,2024-02-07,2
Leslie Leoni,PS,2024-03-14,2
Michel De Maegd,MR,2023-12-10,2
Olivier Vajda,Ecolo-Groen,2024-01-08,2
Vincent Van Quickenborne,Open Vld,2024-04-05,2
Michael Freilich,N-VA,2024-04-28,2
François De Smet,DéFI,2024-03-15,2
Eliane Tillieux,PS,2024-04-25,2
Albert Vicaire,Ecolo-Groen,2021-07-14,2
Samuel Cogolati,Ecolo-Groen,2024-03-16,2
Theo Francken MP,N-VA,2024-01-21,2
Anja Vanrobaeys,Vooruit,2024-04-03,2
Tim Vandenput,Open Vld,2023-11-26,2
Anja Vanrobaeys,Vooruit,2024-02-08,2
Koen Geens,cd&v,2024-02-21,2
Peter Mertens MP,PVDA-PTB,2024-01-24,2
Peter De Roover,N-VA,2024-04-04,2
Mathieu Bihet,MR,2024-02-19,2
Samuel Cogolati,Ecolo-Groen,2024-03-03,2
Ben Achour Malik,PS,2024-03-30,2
Pieter De Spiegeleer,VB,2024-01-19,2
Eliane Tillieux,PS,2024-03-25,2
Sophie Rohonyi,DéFI,2024-03-06,2
Barbara Pas,VB,2024-03-21,2
Caroline Taquin,MR,2023-12-03,2
Barbara Pas,VB,2024-04-10,2
Peter Mertens MP,PVDA-PTB,2024-04-10,2
Sophie Wilmès,MR,2023-10-16,2
Emir KIR,ONAFH,2024-04-17,2
Christian Leysen 🎷,Open Vld,2024-01-19,2
Vanessa Matz,Les Engagés,2023-12-20,2
Guillaume Defossé,Ecolo-Groen,2024-04-06,2
Eva Platteau,Ecolo-Groen,2024-04-02,2
Peter De Roover,N-VA,2024-03-19,2
Nabil Boukili,PVDA-PTB,2024-03-11,2
Wouter Beke,cd&v,2024-03-04,2
Wouter Beke,cd&v,2024-04-14,2
Sarah Schlitz,Ecolo-Groen,2024-03-13,2
Simon Moutquin,Ecolo-Groen,2024-03-10,2
Egbert Lachaert,Open Vld,2024-01-18,2
Jean Marie Dedecker,ONAFH,2024-03-25,2
Thémont Sophie,PS,2023-12-23,2
Peter De Roover,N-VA,2024-03-09,2
Nabil Boukili,PVDA-PTB,2024-02-07,2
Annick Ponthier,VB,2024-02-29,2
Peter Mertens MP,PVDA-PTB,2024-04-27,2
Marianne Verhaert,Open Vld,2024-01-06,2
Gilles Vanden Burre,Ecolo-Groen,2024-02-20,2
Sophie Rohonyi,DéFI,2024-02-19,2
Denis Ducarme,MR,2024-01-18,2
Ortwin Depoortere,VB,2024-05-02,2
NawalFarih,cd&v,2023-09-28,2
Christian Leysen 🎷,Open Vld,2024-02-07,2
Marie Christine Marghem,MR,2024-04-24,2
Christian Leysen 🎷,Open Vld,2024-01-24,2
Barbara Pas,VB,2024-02-19,2
Franky Demon,cd&v,2024-02-13,2
Ortwin Depoortere,VB,2024-02-22,2
Marie Christine Marghem,MR,2024-01-29,2
Nathalie Muylle,cd&v,2023-09-28,2
Sophie Wilmès,MR,2024-01-16,2
Claire Hugon,Ecolo-Groen,2023-12-08,2
Georges Dallemagne,Les Engagés,2024-04-14,2
Theo Francken MP,N-VA,2024-01-16,2
Vincent Van Quickenborne,Open Vld,2024-03-18,2
Simon Moutquin,Ecolo-Groen,2024-04-11,2
Chanson julie,Ecolo-Groen,2023-03-25,2
Denis Ducarme,MR,2024-03-11,2
Barbara Pas,VB,2024-03-17,2
Dominiek Sneppe,VB,2024-02-25,2
Marie Christine Marghem,MR,2024-02-09,2
Sophie De Wit,N-VA,2024-02-21,2
Eva Platteau,Ecolo-Groen,2024-05-01,2
Pieter De Spiegeleer,VB,2024-04-11,2
Laurence Hennuy,Ecolo-Groen,2024-04-25,2
Michael Freilich,N-VA,2024-03-31,2
Annick Ponthier,VB,2024-01-30,2
Joris De Vriendt,VB,2024-02-10,2
Tomas Roggeman,N-VA,2024-04-28,2
Dominiek Sneppe,VB,2024-04-19,2
Peter De Roover,N-VA,2024-03-27,2
Louis Mariage,Ecolo-Groen,2024-04-03,2
Robby De Caluwé,Open Vld,2024-03-17,2
Reccino Van Lommel,VB,2024-02-01,2
Tomas Roggeman,N-VA,2024-03-17,2
Laurence Hennuy,Ecolo-Groen,2024-01-25,2
Christian Leysen 🎷,Open Vld,2024-01-10,2
Christian Leysen 🎷,Open Vld,2024-03-10,2
wouter raskin,N-VA,2024-03-26,2
Darya Safai MP,N-VA,2024-01-14,2
Michael Freilich,N-VA,2024-01-24,2
Sarah Schlitz,Ecolo-Groen,2024-01-26,2
Eliane Tillieux,PS,2024-02-22,2
Erik Gilissen,VB,2023-05-12,2
Guillaume Defossé,Ecolo-Groen,2024-01-12,2
Gilles Vanden Burre,Ecolo-Groen,2024-04-11,2
Kristien Van Vaerenbergh🎗️,N-VA,2023-12-07,2
François De Smet,DéFI,2024-01-21,2
Georges Dallemagne,Les Engagés,2024-04-19,2
Michael Freilich,N-VA,2024-01-19,2
Georges Dallemagne,Les Engagés,2024-03-09,2
Sophie De Wit,N-VA,2024-02-22,2
Georges Dallemagne,Les Engagés,2024-03-17,2
Koen Geens,cd&v,2024-02-01,2
Raoul Hedebouw,PVDA-PTB,2024-03-23,2
Ahmed Laaouej,PS,2024-04-16,2
Wouter Vermeersch,VB,2024-03-13,2
